title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
Carol Vorderman's Sudoku,PSP,Puzzle,Eidos Interactive,Empire Interactive,7.4,0.08,0.06,,0.0,0.01,2007-03-06,
"Warhammer 40,000: Dawn of War II - Retribution",PC,Strategy,THQ,Relic Entertainment,7.9,0.08,,,0.06,0.02,2011-03-01,
Evolution Worlds,GC,Role-Playing,Ubisoft,Sting,6.5,0.08,0.06,,0.02,0.0,2002-12-02,
A-Train,PS,Strategy,Maxis,ArtDink,6.0,0.08,0.02,0.04,0.01,0.01,1996-01-01,
7 Wonders of the Ancient World,PSP,Puzzle,Mumbo Jumbo,Hot Lava Games,5.4,0.08,0.07,,,0.01,2007-04-23,
Soul Bubbles,DS,Puzzle,Eidos Interactive,Mekensleep,7.0,0.08,0.05,,0.02,0.01,2008-06-10,
Bomberman Jetters,GC,Puzzle,Majesco,Hudson Soft,7.2,0.08,0.06,,0.02,0.0,2004-03-10,
TimeSplitters: Future Perfect,GC,Shooter,Electronic Arts,Free Radical Design,8.4,0.08,0.06,,0.02,0.0,2005-03-21,
America's Army: True Soldiers,X360,Shooter,Ubisoft,Red Storm Entertainment,4.5,0.08,0.08,,,0.01,2007-11-15,
Earth Defense Force 2017,X360,Shooter,D3 Publisher,Sandlot,7.4,0.08,0.04,0.03,0.01,0.0,2007-03-20,
GoldenEye 007,DS,Shooter,Activision,n-Space,5.5,0.08,0.08,,0.0,,2010-11-02,
Infernal: Hell's Vengeance,X360,Shooter,Playlogic Game Factory,Metropolis Software,4.4,0.08,0.06,,0.01,0.01,2009-06-30,
Gradius Galaxies,GBA,Shooter,Konami,Mobile 21,7.8,0.08,0.06,,0.02,0.0,2001-11-12,
Conflict: Desert Storm,GC,Shooter,Gotham Games,Pivotal Games,6.3,0.08,0.06,,0.02,0.0,2003-04-22,
P.N.03 - Product Number Three,GC,Shooter,Capcom,Capcom Production Studio 4,6.3,0.08,0.06,,0.02,0.0,2003-09-09,
Bangai-O Spirits,DS,Shooter,D3 Publisher,"Treasure Co., Ltd.",8.4,0.08,0.07,,0.0,0.01,2008-08-12,
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,Action,Ubisoft,Ubisoft,6.7,0.08,0.06,,0.02,0.0,2004-07-20,
Knights Contract,X360,Action,Namco Bandai,Game Republic,5.0,0.08,0.05,,0.03,0.01,2011-02-22,
Knights in the Nightmare,DS,Role-Playing,Atlus,Sting,7.5,0.08,0.06,0.02,,0.0,2009-06-03,
Ephemeral Fantasia,PS2,Role-Playing,Konami,Konami,5.7,0.08,0.04,,0.03,0.01,2001-07-09,
Koudelka,PS,Role-Playing,SNK,Sacnoth,6.5,0.08,0.05,,0.03,0.01,1999-11-30,
Ogre Battle Series: Tactics Ogre,PS,Role-Playing,Atlus,Quest Corporation,7.9,0.08,0.04,,0.03,0.01,1998-05-01,
Shining Force: Resurrection of the Dark Dragon,GBA,Role-Playing,Atlus,Amusement Vision,7.8,0.08,0.06,,0.02,0.0,2004-06-08,
Shin Megami Tensei: Digital Devil Saga 2,PS2,Role-Playing,Atlus,Atlus Co.,8.1,0.08,0.04,,0.03,0.01,2005-10-03,
Resident Evil 3: Nemesis,GC,Action,Capcom,Capcom,5.7,0.08,0.06,,0.02,0.0,2003-01-15,
Batman: Dark Tomorrow,GC,Action,Kemco,"HotGen, Ltd.",2.3,0.08,0.06,,0.02,0.0,2003-03-25,
Tomb Raider: Legend,GC,Action,Eidos Interactive,Crystal Dynamics,7.9,0.08,0.06,,0.02,0.0,2006-11-14,
Fatal Frame III: The Tormented,PS2,Action,Tecmo,Tecmo,7.7,0.08,0.04,,0.03,0.01,2005-11-08,
Zero: Tsukihami no Kamen,Wii,Action,Unknown,Grasshopper Manufacture,7.5,0.08,,0.08,,,,
C.O.P.: The Recruit,DS,Action,Ubisoft,Ubisoft,5.7,0.08,0.05,,0.02,0.01,2009-11-03,
Tony Hawk's Pro Skater 3,N64,Sports,Activision,Edge of Reality,8.1,0.08,0.06,,0.02,0.0,2002-08-20,
Boxing Fever,GBA,Sports,Majesco,Digital Fiction,7.2,0.08,0.06,,0.02,0.0,2001-10-11,
New International Track & Field,DS,Sports,Konami,Sumo Digital,7.4,0.08,0.07,0.0,0.0,0.01,2008-07-22,
Stella Deus: The Gate of Eternity,PS2,Strategy,Atlus,Pinegrow,7.3,0.08,0.04,,0.03,0.01,2005-04-26,
Madden NFL 08,GC,Sports,EA Sports,EA Tiburon,7.6,0.08,0.06,,0.02,0.0,2007-08-14,
NHL 2K7,X360,Sports,2K Sports,2K Sports,8.0,0.08,0.07,,0.0,0.01,2006-09-12,
FIFA Soccer 2005,GBA,Sports,EA Sports,EA Canada,8.1,0.08,0.06,,0.02,0.0,2004-10-12,
FIFA 18,PC,Sports,EA Sports,EA Vancouver,8.0,0.08,,,0.08,0.0,2017-09-29,2018-04-02
Knights Contract,PS3,Action,Namco Bandai,Game Republic,5.8,0.08,0.04,,0.03,0.01,2011-02-22,
Blazing Angels: Squadrons of WWII,XB,Simulation,Ubisoft,Ubisoft Romania,7.0,0.08,0.06,,0.02,0.0,2006-03-23,
Alien Syndrome,PSP,Role-Playing,Sega,Totally Games,4.9,0.08,0.07,,0.0,0.01,2007-07-24,
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,Role-Playing,Sega,Sonic Team,7.4,0.08,0.06,,0.02,0.0,2004-03-02,
NBA 10 The Inside,PSP,Sports,Sony Computer Entertainment,SCEA San Diego Studios,6.5,0.08,0.07,,,0.01,2009-10-06,
Baroque,Wii,Role-Playing,Atlus,Sting,5.2,0.08,0.07,0.0,0.0,0.01,2008-04-08,
TrackMania DS,DS,Racing,Atlus,Firebrand Games,7.5,0.08,0.06,,0.01,0.01,2009-03-17,
GT Advance 3: Pro Concept Racing,GBA,Racing,THQ,MTO,7.7,0.08,0.05,,0.02,0.0,2002-04-26,
R: Racing Evolution,GC,Racing,Namco,Namco,6.1,0.08,0.06,,0.02,0.0,2003-12-09,
Wetrix,N64,Puzzle,Ocean,Zed Two Limited,8.6,0.08,0.06,,0.02,0.0,1998-06-12,
Iggy's Reckin' Balls,N64,Racing,Acclaim Entertainment,Iguana Entertainment,6.8,0.08,0.06,,0.02,0.0,1998-08-24,
Air Conflicts: Secret Wars,X360,Simulation,Kalypso,Games Farm,6.0,0.08,0.06,,0.02,0.01,2011-09-28,
Tomb Raider: Underworld,PC,Adventure,Eidos Interactive,Crystal Dynamics,8.0,0.08,,,0.07,0.01,2008-11-18,
Mario vs. Donkey Kong: Tipping Stars,3DS,Puzzle,Nintendo,Nintendo Software Technology Corporation,6.5,0.08,,0.08,,,2015-03-05,2019-01-15
Cloudy With a Chance of Meatballs,PSP,Adventure,Ubisoft,Ubisoft Shanghai,6.0,0.08,0.07,,0.0,0.01,2009-09-15,
Gray Matter,PC,Adventure,Viva Media,Wizarbox Studios,7.3,0.08,0.02,,0.05,0.01,2011-02-22,
Elebits: The Adventures of Kai and Zero,DS,Adventure,Konami,Konami,7.5,0.08,0.07,0.0,0.0,0.01,2009-01-06,
Godzilla Generations,DC,Action,Sega,General Entertainment,3.2,0.08,,0.08,,0.0,1998-11-27,
Hammerin' Hero,PSP,Action,Atlus,Irem Software Engineering,7.0,0.08,0.07,,,0.01,2009-04-07,
Samurai Warriors 2,X360,Action,KOEI,Omega Force,5.4,0.08,0.07,,0.01,0.01,2006-09-19,
Urban Reign,PS2,Action,Namco,Namco,7.5,0.08,0.04,,0.03,0.01,2005-09-13,
Exit,PSP,Puzzle,Ubisoft,Taito Corporation,7.9,0.08,0.07,,0.0,0.01,2006-02-14,
Frantix,PSP,Puzzle,Sony Online Entertainment,Killer Game,5.4,0.08,0.08,,0.0,0.01,2005-09-19,
Ice Age 2: The Meltdown,Wii,Platform,Vivendi Games,Eurocom Entertainment Software,6.5,0.08,0.06,,0.01,0.01,2006-12-06,
Taz Wanted,GC,Platform,Atari,Blitz Games,5.7,0.08,0.06,,0.02,0.0,2002-10-10,
Ultimate Ghosts 'n Goblins,PSP,Platform,Capcom,Capcom,7.3,0.08,0.07,,0.0,0.01,2006-08-29,
Super Street Fighter IV: Arcade Edition,PC,Fighting,Capcom,Capcom / Dimps Corporation,8.5,0.08,0.04,,0.02,0.01,2011-07-05,
Line Rider 2: Unbound,DS,Puzzle,"Genius Products, Inc.",InXile Entertainment,5.0,0.08,0.07,,0.0,0.01,2008-09-16,
Crush,PSP,Puzzle,Sega,Zoe Mode,8.5,0.08,0.07,,0.0,0.01,2007-05-29,
Ultimate Fighting Championship: Throwdown,GC,Fighting,Crave Entertainment,Opus Studio,6.7,0.08,0.06,,0.02,0.0,2002-07-29,
Samurai Shodown Sen,X360,Fighting,Xseed Games,K2 LLC,4.8,0.08,0.07,,0.01,0.01,2010-03-30,
Shonen Jump's One Piece: Pirates Carnival,GC,Misc,Namco Bandai,High Horse Entertainment,4.6,0.08,0.06,,0.02,0.0,2006-09-12,
Superman Returns,DS,Action,Electronic Arts,EA Tiburon,3.8,0.07,0.07,,0.0,0.01,2006-11-20,
Far Cry 5,PC,Action,Ubisoft,Ubisoft,6.3,0.07,,,0.07,0.0,2018-02-27,2018-07-19
The King of Fighters: Evolution,DC,Fighting,Agetec,SNK Corporation,7.6,0.07,,0.07,,0.0,2001-05-10,
Kengo: Legend of The 9,X360,Fighting,Majesco,Genki,4.8,0.07,0.06,,0.01,0.01,2007-09-11,
TMNT: Mutant Melee,GC,Fighting,Konami,Konami Computer Entertainment Hawaii,4.2,0.07,0.06,,0.01,0.0,2005-03-16,
Xbox Live Arcade Unplugged Volume 1,X360,Misc,Microsoft,Various,7.4,0.07,0.05,,0.01,0.01,2006-09-05,
Tank! Tank! Tank!,WiiU,Misc,Namco Bandai Games,Namco Bandai Games,4.7,0.07,0.02,0.05,0.01,0.0,2012-11-18,2018-01-18
You Don't Know Jack,DS,Misc,THQ,"Jellyvision, Inc.",6.0,0.07,0.07,,,0.01,2011-02-08,
Disaster: Day of Crisis,Wii,Action,Nintendo,Monolith Soft,6.4,0.07,,0.04,0.03,0.0,2008-10-24,
Blast Radius,PS,Action,Psygnosis,Pitbull Syndicate,6.6,0.07,0.04,,0.03,0.0,1999-02-24,
Centipede / Breakout / Warlords,GBA,Misc,"Destination Software, Inc",Epicenter Interactive,5.6,0.07,0.05,,0.02,0.0,2005-08-21,
Disney's Party,GBA,Misc,Hudson Entertainment,Jupiter Corporation,4.0,0.07,0.05,,0.02,0.0,2003-09-16,
Haunting Ground,PS2,Action,Capcom,Capcom Production Studio 1,6.6,0.07,0.03,,0.03,0.01,2005-05-10,
Ride 3,PS4,Racing,Bandai Namco Entertainment,Milestone S.r.l.,7.3,0.07,0.03,,0.03,0.01,2018-11-30,2019-03-21
Smashing Drive,GC,Racing,Namco,Point of View,4.7,0.07,0.06,,0.01,0.0,2002-02-18,
WRC 2: FIA World Rally Championship,X360,Racing,Ubisoft,Milestone S.r.l,5.8,0.07,,,0.06,0.01,2011-10-14,
Need for Speed: Most Wanted (2012),PC,Racing,Electronic Arts,Criterion Games,8.5,0.07,,,0.06,0.01,2012-10-30,2018-12-19
Crazy Taxi 2,DC,Racing,Sega,Hitmaker,8.3,0.07,,0.07,,,2001-05-28,
WipEout HD Fury,PS3,Racing,Sony Computer Entertainment,Studio Liverpool,9.1,0.07,,,0.06,0.01,2009-10-14,
Gunstar Super Heroes,GBA,Shooter,Sega,"Treasure Co., Ltd.",8.0,0.07,0.05,,0.02,0.0,2005-10-25,
C: The Contra Adventure,PS,Shooter,Konami,Appaloosa Interactive,4.2,0.07,0.04,,0.02,0.0,1998-09-01,
Aero Gauge,N64,Racing,ASCII Entertainment,Locomotive Games,4.5,0.07,0.06,,0.01,0.0,1998-05-21,
Circuit Breakers,PS,Racing,Mindscape,Supersonic Software,5.9,0.07,0.04,,0.03,0.0,1998-09-02,
Burnout Paradise: The Ultimate Box,PS3,Racing,Electronic Arts,Criterion Games,9.0,0.07,,0.01,0.05,0.01,2009-02-06,
Rayman Arena,XB,Racing,Ubisoft,Ubisoft,5.0,0.07,0.05,,0.01,0.0,2002-09-24,
Dream Trigger 3D,3DS,Shooter,D3 Publisher,Art Corporation,5.7,0.07,0.04,,0.02,0.01,2011-05-10,
Tom Clancy's Ghost Recon 2,GC,Shooter,Ubisoft,Red Storm Entertainment,5.7,0.07,0.06,,0.01,0.0,2005-03-15,
Operation Flashpoint: Dragon Rising,PC,Shooter,Codemasters,Codemasters,7.6,0.07,0.03,,0.03,0.01,2009-10-06,
Damnation,X360,Shooter,Codemasters,Blue Omega Entertainment,3.1,0.07,0.06,,0.01,0.01,2009-05-26,
Operation Flashpoint: Red River,PC,Shooter,Codemasters,Codemasters,7.0,0.07,0.01,,0.04,0.01,2011-06-07,
Spartan: Total Warrior,GC,Action,Sega,The Creative Assembly,7.1,0.07,0.05,,0.01,0.0,2005-10-27,
Bionicle Heroes,X360,Shooter,Eidos Interactive,Traveller's Tales,6.1,0.07,0.05,,0.01,0.01,2006-11-15,
Football Manager 2010,PC,Sports,Sega,Sports Interactive,8.7,0.07,,,0.06,0.01,2009-11-03,
All-Star Baseball 2004,GBA,Sports,Acclaim Entertainment,Acclaim Entertainment,7.4,0.07,0.05,,0.02,0.0,2003-02-23,
Alexi Lalas International Soccer,PS,Sports,Take-Two Interactive,Z-Axis,4.4,0.07,0.04,,0.03,0.0,1999-04-30,
Firefighter F.D.18,PS2,Action,Konami,Konami Computer Entertainment Tokyo,5.9,0.07,0.03,,0.03,0.01,2004-03-09,
Zombi,PS4,Action,Ubisoft,Ubisoft Montpellier,7.5,0.07,,0.01,0.04,0.01,2015-08-18,2018-01-17
Frogger Advance: The Great Quest,GBA,Action,Konami,KCEA,5.5,0.07,0.05,,0.02,0.0,2002-05-26,
Catwoman,GC,Action,Electronic Arts,Argonaut Games,5.3,0.07,0.05,,0.01,0.0,2004-07-20,
Rogue Trooper: Quartz Zone Massacre,Wii,Shooter,Graffiti,Rebellion Developments,8.0,0.07,0.06,,0.0,0.01,2009-11-24,
Rayman 3: Hoodlum Havoc,XB,Platform,Ubisoft,Ubisoft,7.3,0.07,0.06,,0.02,0.0,2003-03-18,
Taz Wanted,XB,Platform,Atari,Blitz Games,5.8,0.07,0.05,,0.02,0.0,2002-09-18,
Open Season,PSP,Platform,Ubisoft,Ubisoft Montreal,6.7,0.07,0.07,,0.0,0.01,2006-09-19,
I-Ninja,XB,Platform,Namco,Argonaut Games,7.8,0.07,0.05,,0.02,0.0,2003-12-04,
Spot Goes to Hollywood,PS,Platform,Virgin Interactive,Eurocom Entertainment Software,4.4,0.07,0.04,,0.03,0.0,1996-11-30,
Anubis II,Wii,Platform,UFO Interactive,Data Design Interactive,1.5,0.07,0.06,,0.0,0.01,2007-09-18,
Dino Master: Dig Discover Duel,DS,Strategy,Majesco,Creative Office,2.5,0.07,0.06,,0.0,0.0,2006-05-25,
Disney Sports Skateboarding,GBA,Sports,Konami,Konami,3.6,0.07,0.05,,0.02,0.0,2002-11-15,
Culdcept Revolt,3DS,Strategy,NIS America,OmiyaSoft,7.3,0.07,,0.07,,,2017-10-03,2018-04-02
Gladius,GC,Strategy,LucasArts,LucasArts,8.3,0.07,0.06,,0.01,0.0,2003-11-03,
Poi,NS,Platform,Polykid,Polykid,5.0,0.07,0.05,,0.01,0.01,2017-02-01,2019-02-15
Wallace & Gromit in Project Zoo,GC,Platform,BAM! Entertainment,Frontier Developments,6.6,0.07,0.05,,0.01,0.0,2003-10-14,
Rayman 3: Hoodlum Havoc,GC,Platform,Ubisoft,Ubisoft,7.4,0.07,0.05,,0.01,0.0,2003-03-02,
Disney's Donald Duck Advance,GBA,Platform,Ubisoft,Ubisoft,6.5,0.07,0.05,,0.02,0.0,2001-11-15,
Open Season,Wii,Platform,Ubisoft,Ubisoft Montreal,5.0,0.07,0.06,,0.0,0.01,2006-11-30,
Sushi Striker: The Way of Sushido,NS,Puzzle,Nintendo,Indies Zero,7.9,0.07,0.02,0.03,0.01,0.0,2018-06-08,2020-07-23
Cooking Mama: Sweet Shop,3DS,Simulation,Rising Star Games,Office Create,6.0,0.07,0.03,0.04,,0.0,2017-05-16,2018-01-16
FIFA Soccer 2004,GC,Sports,EA Sports,EA Canada,8.2,0.07,0.05,,0.01,0.0,2003-11-04,
Dave Mirra BMX Challenge,PSP,Sports,Crave Entertainment,Left Field Productions,3.5,0.07,0.06,,0.0,0.01,2006-11-02,
Buster Bros. Collection,PS,Puzzle,Capcom,Mitchell,6.9,0.07,0.04,,0.03,0.0,1997-04-18,
Bomberman Max 2: Red Advance,GBA,Puzzle,Majesco,Hudson Soft,7.5,0.07,0.05,,0.02,0.0,2002-05-30,
The Rub Rabbits!,DS,Puzzle,Sega,Sonic Team,7.3,0.07,0.03,0.04,0.0,0.0,2006-02-13,
Risen 3: Titan Lords Enhanced Edition,PS4,Role-Playing,Deep Silver,Piranha Bytes,1.0,0.07,,,0.06,0.01,2015-08-21,2018-01-03
Ghost in the Shell: Stand Alone Complex,PSP,Role-Playing,Bandai,G-Artists,5.7,0.07,0.06,,,0.01,2005-10-26,
Fable: The Lost Chapters,PC,Role-Playing,Microsoft Game Studios,Lionhead Studios,8.3,0.07,0.01,,0.05,0.01,2005-09-20,
Dragon Valor,PS,Role-Playing,Namco,Namco,6.1,0.07,0.04,,0.03,0.0,2000-10-16,
Dragoneer's Aria,PSP,Role-Playing,NIS America,Hit Maker,5.2,0.07,0.02,0.05,0.0,0.0,2007-08-21,
RPG Maker: Fes,3DS,Role-Playing,NIS America,Kadokawa Games,7.0,0.07,0.03,0.02,0.0,0.0,2017-06-27,2018-04-22
Batman: Rise of Sin Tzu,GBA,Action,Ubisoft,Ubisoft Montreal,5.5,0.07,0.05,,0.02,0.0,2003-10-27,
Alex Rider: Stormbreaker,DS,Action,THQ,Altron,4.0,0.07,0.06,,0.0,0.0,2006-10-02,
Divinity II: Ego Draconis,PC,Role-Playing,CDV Software Entertainment,Larian Studios,6.8,0.07,0.01,,0.05,0.01,2010-01-05,
Torchlight,PC,Role-Playing,Perfect World Entertainment,Runic Games,8.4,0.07,,,0.06,0.01,2009-10-27,
Full Spectrum Warrior: Ten Hammers,PS2,Strategy,THQ,Pandemic Studios,5.5,0.07,0.03,,0.02,0.01,2006-03-28,
Vanguard Bandits,PS,Strategy,Working Designs,S-Neo,6.4,0.07,0.04,,0.03,0.0,2000-04-29,
Battlezone: Rise of the Black Dogs,N64,Strategy,Crave Entertainment,Climax Group,7.3,0.07,0.06,,0.01,0.0,2000-03-30,
Army Men: RTS,GC,Strategy,Global Star Software,Pandemic Studios,6.9,0.07,0.05,,0.01,0.0,2004-11-02,
Worms 3D,GC,Strategy,Acclaim Entertainment,Team17 Software,7.5,0.07,0.05,,0.01,0.0,2004-03-11,
MotorStorm RC,PSV,Racing,Sony Computer Entertainment,Evolution Studios,8.1,0.07,,,0.05,0.01,2012-03-06,2019-07-17
"Flower, Sun, and Rain",DS,Adventure,Marvelous Interactive,High Horse Entertainment,5.7,0.07,0.06,,0.0,0.01,2009-06-15,
Obscure,PS2,Adventure,DreamCatcher Interactive,Hydravision Entertainment,6.8,0.07,0.03,,0.03,0.01,2005-04-06,
Classic NES Series: Metroid,GBA,Adventure,Nintendo,Nintendo R&D1,5.2,0.07,,0.07,,,2004-10-25,
Shadowgate 64: Trials of the Four Towers,N64,Adventure,Kemco,Infinite Ventures,5.4,0.07,0.06,,0.01,0.0,1999-05-31,
Again,DS,Adventure,KOEI,Cing,6.0,0.07,0.07,0.0,,0.01,2010-03-30,
Second Sight,XB,Adventure,Codemasters,Free Radical Design,7.8,0.07,0.05,,0.02,0.0,2004-09-21,
Tomb Raider: Legend,DS,Adventure,Eidos Interactive,Crystal Dynamics,6.5,0.07,0.04,,0.02,0.01,2006-11-14,
BlazBlue: Cross Tag Battle,NS,Fighting,Arc System Works,Arc System Works,8.0,0.07,0.04,0.01,0.01,0.01,2018-06-05,2018-06-06
Ultimate Marvel vs. Capcom 3,X360,Fighting,Capcom,Capcom,8.3,0.07,,0.04,0.03,0.0,2011-11-15,
Boxing,PS,Fighting,Agetec,A1 Games,5.9,0.07,0.04,,0.03,0.0,2001-05-14,
Midway Arcade Treasures 3,GC,Misc,Midway Games,Digital Eclipse,6.1,0.07,0.05,,0.01,0.0,2005-10-26,
Create,PC,Misc,Electronic Arts,EA Bright Light,6.0,0.06,0.04,,0.01,0.0,2010-11-16,
Rooms: The Main Building,Wii,Adventure,Hudson Soft,Hudson Soft,7.0,0.06,0.05,,,0.0,2010-03-23,
Broken Sword II: The Smoking Mirror,PS,Adventure,Crave Entertainment,Revolution Software,7.3,0.06,0.03,,0.02,0.0,1999-11-14,
Amazing Island,GC,Strategy,Sega,Hitmaker,7.1,0.06,0.04,,0.01,0.0,2004-08-25,
PenPen TriIceLon,DC,Racing,Infogrames,Team Land Ho!,5.8,0.06,,0.06,,0.0,1999-09-09,
Cartoon Network: Battle Crashers,PS4,Action,GameMill Entertainment,Magic Pockets,1.5,0.06,0.05,,,0.01,2016-11-08,2020-09-25
Tom Clancy's Splinter Cell: Double Agent,GC,Action,Ubisoft,Ubisoft Montreal,5.6,0.06,0.04,,0.01,0.0,2006-10-26,
3D Lemmings,PS,Puzzle,Psygnosis,Clockwork Games,7.0,0.06,0.03,,0.02,0.0,1995-11-01,
Ivy the Kiwi?,Wii,Puzzle,Xseed Games,PROPE,7.5,0.06,0.04,,0.02,0.0,2010-08-24,
One Piece: Pirate Warriors 3 - Deluxe Edition,NS,Action,Bandai Namco Entertainment,Omega Force,8.5,0.06,,0.05,0.01,0.0,2018-05-11,2019-02-20
Viewtiful Joe: Red Hot Rumble,GC,Action,Capcom,Clover Studio,6.2,0.06,0.04,,0.01,0.0,2005-11-08,
Men of War: Assault Squad,PC,Strategy,1C Company,Digitalmindsoft,8.0,0.06,0.01,,0.04,0.01,2011-02-25,2019-03-29
BattleBots: Beyond the BattleBox,GBA,Action,Majesco,Cave Barn Studios,5.8,0.06,0.04,,0.01,0.0,2002-12-10,
MotoGP 10/11,X360,Racing,Capcom,Monumental Games,6.0,0.06,,,0.05,0.01,2011-03-15,
Cities XL 2012,PC,Strategy,Focus Home Interactive,Monte Cristo Multimedia,6.0,0.06,0.01,,0.05,0.01,2011-10-20,
Neon Genesis Evangelion,N64,Action,Bandai,Bandai,5.6,0.06,,0.06,,0.0,1999-06-25,
The Saboteur,PC,Action,Electronic Arts,Pandemic Studios,7.1,0.06,,,0.05,0.01,2009-12-08,
Brave: A Warrior's Tale,Wii,Action,SouthPeak Interactive,Collision Studios,4.7,0.06,0.05,,0.0,0.0,2009-08-04,
Vampire Rain: Altered Species,PS3,Action,Ignition Entertainment,Artoon,3.5,0.06,0.05,0.0,0.0,0.01,2008-09-02,
Resident Evil - Code: Veronica X,GC,Action,Capcom,Capcom,5.6,0.06,0.05,,0.01,0.0,2003-12-03,
Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,Action,Capcom,Capcom,5.6,0.06,0.05,,0.02,0.0,2003-11-12,
Brave: A Warrior's Tale,X360,Action,SouthPeak Interactive,Collision Studios,4.4,0.06,0.05,,0.01,0.0,2009-08-04,
Fatal Frame,XB,Action,Tecmo,Tecmo,7.9,0.06,0.04,,0.01,0.0,2002-11-22,
X-Men: Destiny,DS,Action,Activision,Other Ocean Interactive,2.0,0.06,0.05,,0.01,0.0,2011-09-27,
Atelier Iris 2: The Azoth Of Destiny,PS2,Role-Playing,NIS America,Gust,6.8,0.06,0.03,,0.02,0.01,2006-04-25,
From The Abyss,DS,Role-Playing,Aksys Games,Sonic Powered,7.3,0.06,0.06,,,0.0,2008-08-26,
Lord of Magna: Maiden Heaven,3DS,Role-Playing,Xseed Games,Marvelous,7.0,0.06,,0.06,,,2015-06-02,2019-01-03
Cartoon Network: Battle Crashers,3DS,Action,GameMill Entertainment,Magic Pockets,3.5,0.06,0.04,,0.01,0.01,2016-11-08,2020-09-25
Alien Syndrome,Wii,Role-Playing,Sega,Totally Games,5.2,0.06,0.05,,0.0,0.0,2007-07-24,
Crimson Gem Saga,PSP,Role-Playing,Atlus,"IronNos Co., Ltd.",7.3,0.06,0.06,,,0.0,2009-05-26,
IL-2 Sturmovik: Birds of Prey,DS,Simulation,505 Games,Gaijin Entertainment,5.0,0.06,0.06,,0.0,0.0,2009-09-08,
Desert Strike Advance,GBA,Simulation,Electronic Arts,BudCat Creations,6.8,0.06,0.05,,0.02,0.0,2002-05-08,
Kabuki Warriors,XB,Action,Crave Entertainment,Light Weight,1.0,0.06,0.05,,0.01,0.0,2001-11-19,
Lost Kingdoms II,GC,Role-Playing,Activision,From Software,6.6,0.06,0.04,,0.01,0.0,2003-05-21,
Izuna 2: The Unemployed Ninja Returns,DS,Role-Playing,Atlus,Ninja Studio,6.9,0.06,0.05,,,0.0,2008-07-22,
Generation of Chaos,PSP,Role-Playing,NIS America,Neverland,5.9,0.06,0.05,,0.0,0.0,2006-02-28,
RPG Maker 3,PS2,Role-Playing,Agetec,Runtime,7.0,0.06,0.03,,0.02,0.01,2005-09-21,
Disgaea 1 Complete,NS,Role-Playing,NIS America,Nippon Ichi Software,8.0,0.06,0.03,0.01,0.01,0.0,2018-10-09,2019-02-19
Octomania,Wii,Puzzle,Conspiracy Entertainment,Compile Heart,6.7,0.06,0.06,,0.0,0.0,2008-03-31,
Bubble Bobble: Old & New,GBA,Puzzle,Empire Interactive,Taito Corporation,5.5,0.06,0.04,,0.02,0.0,2004-09-28,
Mana Khemia: Alchemists of Al-Revis,PS2,Role-Playing,NIS America,Gust,6.6,0.06,0.03,,0.02,0.01,2008-04-01,
Sudoku Ball Detective,DS,Puzzle,Playlogic Game Factory,WhiteBear Studios,5.0,0.06,0.06,,0.0,0.0,2009-09-22,
Dance Dance Revolution: Mario Mix (JP sales),GC,Simulation,Nintendo,Konami,7.5,0.06,,0.05,,0.0,2005-10-24,
Zoo Tycoon 2,PC,Strategy,Microsoft Game Studios,Blue Fang Games,7.2,0.06,,,0.05,0.01,2004-11-11,
Age of Mythology: The Titans,PC,Strategy,Microsoft Game Studios,Ensemble Studios,8.2,0.06,0.03,,0.02,0.01,2003-09-30,
Age of Empires Online,PC,Strategy,Microsoft Game Studios,Microsoft Game Studios,7.0,0.06,0.01,,0.04,0.01,2011-08-16,
Vexx,GC,Platform,Acclaim Entertainment,Acclaim Studios Austin,6.4,0.06,0.05,,0.01,0.0,2003-02-10,
Monster Tale,DS,Platform,Majesco,DreamRift,7.7,0.06,0.06,,,0.0,2011-03-22,
Kelly Slater's Pro Surfer,GC,Sports,Activision,Treyarch,8.0,0.06,0.05,,0.01,0.0,2002-09-16,
Aggressive Inline,XB,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",9.0,0.06,0.05,,0.01,0.0,2002-07-29,
Call of Duty 2,PC,Shooter,Activision,Infinity Ward,7.0,0.06,0.0,,0.05,0.01,2005-10-25,
James Bond 007: Blood Stone,DS,Action,Activision,n-Space,7.0,0.06,0.05,,0.01,0.0,2010-11-02,
Rayman: Hoodlum's Revenge,GBA,Platform,Ubisoft,Ubisoft,6.2,0.06,0.05,,0.02,0.0,2005-03-15,
LEGO Bionicle,GBA,Platform,LEGO Media,Saffire Corporation,6.4,0.06,0.04,,0.02,0.0,2001-10-03,
Blood Bowl,PC,Sports,SouthPeak Interactive,Cyanide Studio,6.5,0.06,0.04,,0.02,0.01,2010-01-26,
Need for Speed: Shift,PC,Racing,Electronic Arts,Slightly Mad Studios,8.3,0.06,,,0.05,0.01,2009-09-15,
Wreckless: ThE YaKuza MisSiOns,GC,Racing,Activision,Stealth Studios,6.4,0.06,0.04,,0.01,0.0,2002-11-13,
